Plot 0
	name <School Pals>
	Msg10_2 <Can't you see that there's no way you can help me? I'm too far gone...>
	CMsg10_2 <ifChatNPCShy Accept>
	Msg10_3 <And what kind of help can you offer? If the power that \ELEMENT 6 has provided can't give me peace, then what can?>
	CMsg10_3 <ifChatNPCEasygoing Accept>
	Msg10_4 <You are speaking to a god, worm! There is nothing that can be done for the rage that fills me, except to give it voice in the service of \ELEMENT 6 !>
	CMsg10_4 <ifChatNPCPassionate Accept>
	Msg10_5 <This power \ELEMENT 6 has given me has not brought me peace... but if even this cannot make me happy, what choice do I have?>
	CMsg10_5 <ifChatNPCCheerful Accept>
	Msg10_6 <My transformation has done nothing to silence those demons in my head... my lifelong agony remains... Is there no other path but for me to express this fury against the world!?>
	CMsg10_6 <ifChatNPCMelancholy Accept>

	Msg11 <I'm so confused... I need time to think... Men, finish him off...>
	Msg11_1 <I will think about what you have said... But for now, I must go. Men, destroy \PC ! Goodbye old friend...>
	CMsg11_1 <ifChatNPCSociable Accept>
	Msg11_2 <Enough talking! You're making me confused! I have to go...>
	CMsg11_2 <ifChatNPCShy Accept>
	Msg11_3 <I don't know either, but I do know that you have little chance of surviving this battle... Goodbye \PC .>
	CMsg11_3 <ifChatNPCEasygoing Accept>
	Msg11_4 <You're confused and weak. I will never be like you... my men will finish you off...>
	CMsg11_4 <ifChatNPCPassionate Accept>
	Msg11_5 <At least you're being honest. Up until this point I was actually starting to think you might have something useful to tell me... But no more. Now, my men will destroy you. It's a pity I can't stay around to watch.>
	CMsg11_5 <ifChatNPCCheerful Accept>
	Msg11_6 <Then you're useless to me. I'm so confused... I must go; my men will finish you themselves...>
	CMsg11_6 <ifChatNPCMelancholy Accept>

	Msg12 <This must be the only thing you're not sure of... I must guess you don't want to speak the truth of your mind. Men, finish him off... I have business elsewhere...>
	Msg12_1 <That's it? No long monologue about how everybody has a spot of goodness in their soul and all? If your intention was to delay my attack you really could have done a better job. If you were honestly trying to convince me, it was even worse...>
	CMsg12_1 <ifChatNPCSociable Accept>
	Msg12_2 <That's all you can come up with? Then it's clear to me now. Men, destroy \PC ... I must be going.>
	CMsg12_2 <ifChatNPCShy Accept>
	Msg12_3 <An honest answer, but hardly convincing. I've wasted enough time here and must be going. My men will see to your execution...>
	CMsg12_3 <ifChatNPCEasygoing Accept>
	Msg12_4 <Pathetic. You can't even think of anything to say... Well, you've prolonged the inevitable for a while, but now it's time for you to die. Men, destroy this loser...>
	CMsg12_4 <ifChatNPCPassionate Accept>
	Msg12_5 <I'd love to stay and chat some more... actually, no, I wouldn't. But I would like to stay and watch my men destroy you... sadly, I must be off. Urgent business awaits.>
	CMsg12_5 <ifChatNPCCheerful Accept>
	Msg12_6 <I expected that you'd prove to be useless. Now, my men will finish you off. I must go...>
	CMsg12_6 <ifChatNPCMelancholy Accept>

	Msg13 <You really think that a beast like me can find salvation? You must be a true believer... My head is so confused... Men, finish him off. I have to go away.>
	Msg13_1 <I can't believe that... I'd love to stay and chat some more, but you've already wasted enough of my time. I must be off... my men will handle you by themselves.>
	CMsg13_1 <ifChatNPCSociable Accept>
	Msg13_2 <I will think about what you've said. After my men kill you it will make a nice speech to remember you by. Goodbye, \PC .>
	CMsg13_2 <ifChatNPCShy Accept>
	Msg13_3 <You've got a pretty strong belief in human nature. I'm afraid I can't share your convictions... I must be off, but my men will prove more than able to destroy you themselves...>
	CMsg13_3 <ifChatNPCEasygoing Accept>
	Msg13_4 <You're lying! I can't believe that... I have to go, but my men will destroy you!>
	CMsg13_4 <ifChatNPCPassionate Accept>
	Msg13_5 <Ah, you're an optimist. I like that. But, right now I have to go... my men will have to destroy you by themselves.>
	CMsg13_5 <ifChatNPCCheerful Accept>
	Msg13_6 <There is no hope for me. I feel so confused... I have to go, but my men will defeat you...>
	CMsg13_6 <ifChatNPCMelancholy Accept>

	Msg14 <There's uncertainty in your voice... I know that my destiny is already sealed, and it is to become the lord over this entire planet! Men, finish him off... I have business elsewhere...>
	Msg14_1 <I can tell just by listening to you that you don't mean it. There's no passion or conviction in your voice. I guess you're just trying to postpone your own death... Well, the time is up. My troops will destroy you now.>
	CMsg14_1 <ifChatNPCSociable Accept>
	Msg14_2 <I have no more time for this. I'm going, but my men will be more than capable of defeating you themselves.>
	CMsg14_2 <ifChatNPCShy Accept>
	Msg14_3 <Even if there was some way, it'd be far too much work. Why would I want to give up my position with the future rulers of the Earth? I have to go, but will leave my troops here to finish you off. Goodbye, \PC .>
	CMsg14_3 <ifChatNPCEasygoing Accept>
	Msg14_4 <You don't sound very certain of that. This has been nothing but a waste of time... I will go now, but leave my men to destroy you!>
	CMsg14_4 <ifChatNPCPassionate Accept>
	Msg14_5 <You still don't get it... I don't want any help, I don't need any help... But in a minute, you're going to need some. I have to go but my men are more than capable of killing you themselves. Goodbye, \PC .>
	CMsg14_5 <ifChatNPCCheerful Accept>
	Msg14_6 <I can tell from the sound of your voice that even you don't believe that. Goodbye, old friend... my men will make your death swift and painless, I'm sure...>
	CMsg14_6 <ifChatNPCMelancholy Accept>

	Prompt1 <Actually, I'm here to destroy you.>
	pROMPt1_1 <I came here today to kill you.>
	Prompt2 <I want to talk to you.>
	Prompt2_1 <Can't we talk for a while?>
	Prompt3 <If it's what you want, let's fight!>
	Prompt3_1 <If you want to die, let's do it!>
	Prompt4 <What have you done to yourself?>
	Prompt4_1 <What's happened to you?>
	Prompt5 <But you're losing your humanity.>
	Prompt5_1 <All you have to give up is your humanity.>
	Prompt6 <You're talking crazy... You need help.>
	Prompt6_1 <You need help... You sound deranged!>
	Prompt7 <I don't know.>
	Prompt7_1 <Beats me.>
	Prompt8 <There's always a way out.>
	Prompt8_1 <I know there's a way!>

	Plot 1
		% PC has won the fight

		% V1 = Timer / Initialization
		% V2 = Have redeemed E4

		start <if= V1 0 else GoCheckTime ifNPCInPlay E4 else GoInit Alert 2 ForceChat E4 Goto GoInit>
		GoInit <V= 1 ComTime V+ 1 86400 Memo 1 Compose UTD E4 .e4dies>
		GoCheckTime <ifG ComTime V1 AdvancePlot 0>
		.e4dies <FreezeChar E4>
		Msg1 <\ELEMENT 2 in \ELEMENT 1 sent you to check up on \ELEMENT 4 .>
		Msg2 <Upon entering \ELEMENT 3 , you find \ELEMENT 4 in a weakened state.>

	sub
		Persona 2
		greeting <NewChat  AdvancePlot 0  Say 1 AddChat 1 AddChat 2 AddChat 3 if= N3 E5 S= 105 1>
		result1 <NewChat Say 2  AddChat 4 AddChat 5>
		result2 <NewChat Say 3  AddChat 4 AddChat 5  Reputation 5 -d8>
		result3 <NewChat Say 4  AddChat 4 AddChat 5  Reputation 5  d8>
		result4 <NewChat Say 6  History 7  AddChat 6  AddChat 7>
		result5 <NewChat Say 5  Reputation 3 -d10>
		result6 <NewChat Say 8>
		result7 <Say 9 PCLover E2 NewChat>
		Msg1 <So, did you speak with \ELEMENT 4 ? I was worried when I didn't hear back from you. I saw on the news there was a battle near \ELEMENT 3 , and some mecha escaped to \ELEMENT 5 . Were you two involved in that?>
		Msg1_1 <I saw on the news there was a big mecha battle near \ELEMENT 3 ... The guardians caught some \ELEMENT 6 pilots trying to escape to \ELEMENT 5 . Did you and \ELEMENT 4 have anything to do with that? What happened? Tell me everything.>
		CMsg1_1 <ifChatNPCSociable Accept>
		Msg1_2 <I heard about your fight in \ELEMENT 3 . You might want to know that the survivors from that battle were spotted heading for \ELEMENT 5 . So, I take it \ELEMENT 4 was involved?>
		CMsg1_2 <ifChatNPCShy Accept>
		Msg1_3 <I heard about your fight in \ELEMENT 3 . According to the net, those mecha you destroyed belonged to \ELEMENT 6 , and were operating out of \ELEMENT 5 . I couldn't find anything about \ELEMENT 4 but I'm assuming \SPR E4 was behind it.>
		CMsg1_3 <ifChatNPCEasygoing Accept>
		Msg1_4 <Are you okay? I heard you were ambushed by some \ELEMENT 6 meks! The vidnews said the survivors were caught trying to get to \ELEMENT 5 ... \ELEMENT 4 didn't have anything to do with this, did \SPR E4 ?>
		CMsg1_4 <ifChatNPCPassionate Accept>
		Msg1_5 <I saw on the vidnews that you fought a team of \ELEMENT 6 mecha from \ELEMENT 5 ... It looked like you kicked a truckload of ass! \ELEMENT 4 wasn't behind that fight, was \SPR E4 ?>
		CMsg1_5 <ifChatNPCCheerful Accept>
		Msg1_6 <I saw on the vid that you fought a team of \ELEMENT 6 mecha from \ELEMENT 5 ... It certainly looked like there were no survivors. \ELEMENT 4 wasn't behind that fight, was \SPR E4 ?>
		CMsg1_6 <ifChatNPCMelancholy Accept>

		Msg2 <I should've known something like that could happen. The world seems to be getting crazier every day... I feel like we're moving towards something big and really bad. Look, I've got something else to tell you... Want to hear?>
		Msg2_1 <That bastard... How could \SPR E4 betray all \PPR E4 old friends like that? Um, \PC ? I have something to tell you... something I've waited years to say...>
		CMsg2_1 <ifChatNPCSociable Accept>
		Msg2_2 <I should have known. Sorry for getting you involved in this. Um, if you have a few minutes before moving on, there's something else... I've got something to tell you, that I've been holding onto for a long time...>
		CMsg2_2 <ifChatNPCShy Accept>
		Msg2_3 <Yikes. I had no idea \SPR E4 'd do something like that... I wouldn't have asked you to go if I'd known. Look, there's something I want to tell you... I've wanted to tell you for a long time...>
		CMsg2_3 <ifChatNPCEasygoing Accept>
		Msg2_4 <If I ever see \ELEMENT 4 again, \SPR E4 will not live to regret harming to you. And I'm very sorry for getting you involved. Hey, before you go, I had another reason for calling you... There's something I've wanted to say a long time.>
		CMsg2_4 <ifChatNPCPassionate Accept>
		Msg2_5 <No worries, I knew you could take \OPR E4 . While you're here, \PC , there was another reason why I contacted you... there's something I've wanted to say to you for a long long time...>
		CMsg2_5 <ifChatNPCCheerful Accept>
		Msg2_6 <Don't tell me whether or not you killed \OPR E4 ... I don't want to know. \PC , there was another reason why you were the one I called about this problem... There's something I've needed to tell you, ever since we were in school...>
		CMsg2_6 <ifChatNPCMelancholy Accept>

		Msg3 <I get the feeling that I won't be hearing from \ELEMENT 4 ever again. Something big is getting ready to happen and I just know it isn't going to be good. Um, I have something I never told you before... if you want to listen...>
		Msg3_1 <I can imagine what must have happened... Alright. Look, there was another reason why I called you here... \PC , I have something to tell you... this is something I should have said years ago.>
		CMsg3_1 <ifChatNPCSociable Accept>
		Msg3_2 <I see. Um, if you have a few spare minutes, there's something else... I've got something to tell you, that I've been holding onto for a long time...>
		CMsg3_2 <ifChatNPCShy Accept>
		Msg3_3 <I probably don't. Guess I was being too soft-hearted on \ELEMENT 4 , huh? Um, if you've got the time, there's another reason why I called you... there's something I wanted to say.>
		CMsg3_3 <ifChatNPCEasygoing Accept>
		Msg3_4 <You'd be surprised... But, from looking in your eyes, I can tell that things didn't go well. Look, before anything else crazy happens, there's something I need to get off my chest... it's something I should have said to you years ago.>
		CMsg3_4 <ifChatNPCPassionate Accept>
		Msg3_5 <Then I won't ask again. The world is going crazy... but before the sky falls, there's something I need to get off my chest. I should have told you this ages ago.>
		CMsg3_5 <ifChatNPCCheerful Accept>
		Msg3_6 <Just by saying that you've told me everything I need to know. I don't know how these recent troubles will end, but it isn't going to be well... There's something I have to tell you... I should have told you long ago.>
		CMsg3_6 <ifChatNPCMelancholy Accept>

		Msg4 <Really? Still, I get the feeling that I won't hear from \ELEMENT 4 ever again... and some big things are soon going to happen. Before then I have something to tell you, if you want to hear it...>
		Msg4_1 <Despite that assurance, I have a feeling that I won't ever be hearing from \ELEMENT 4 ever again. Thanks for your help. Before you leave, you should know there was another reason why I contacted you. I have to tell you something...>
		CMsg4_1 <ifChatNPCSociable Accept>
		Msg4_2 <That's good to hear. Look, before you leave again... there's something you should know.>
		CMsg4_2 <ifChatNPCShy Accept>
		Msg4_3 <That wasn't so hard. Hey, before you go, there was something else I wanted to talk about... There's something I've needed to get off my chest for a long time.>
		CMsg4_3 <ifChatNPCEasygoing Accept>
		Msg4_4 <See? There's a reason why I believe in you. You're simply the best. Before you leave, there's something I absolutely have to tell you... I've needed to say this ever since we graduated but never had a chance...>
		CMsg4_4 <ifChatNPCPassionate Accept>
		Msg4_5 <I knew you were the right one to call! But, your skill as a cavalier wasn't the only thing on my mind when I contacted you... there's something I've wanted to tell you for a long time.>
		CMsg4_5 <ifChatNPCCheerful Accept>
		Msg4_6 <Nothing ever works out "all for the best", but I'm glad things didn't end as badly as they could have. Um, if you have a bit of time before you have to go, there's something I've wanted to speak with you about.>
		CMsg4_6 <ifChatNPCMelancholy Accept>

		Msg5 <You're probably right. It was nice seeing you again.>
		Msg5_1 <You're probably right... The world is changing, it's foolish to try hanging on to the past. Still I'm very glad that we could see each other again.>
		CMsg5_1 <ifChatNPCSociable Accept>
		Msg5_2 <Yeah, I understand...>
		CMsg5_2 <ifChatNPCShy Accept>
		Msg5_3 <Okay, it wasn't very important, anyhow...>
		CMsg5_3 <ifChatNPCEasygoing Accept>
		Msg5_4 <I know, I know, but it can be so hard to let go of certain things...>
		CMsg5_4 <ifChatNPCPassionate Accept>
		Msg5_5 <That's good advice... I'll try to remember it. It was very nice seeing you again.>
		CMsg5_5 <ifChatNPCCheerful Accept>
		Msg5_6 <Okay. I didn't think you'd be interested...>
		CMsg5_6 <ifChatNPCMelancholy Accept>

		Msg6 <All these years... Ever since our school days together, really... I've cared very deeply for you. I always wanted to be near you. That's why I decided to be a pilot... I don't guess there's any way my feelings could be returned...>
		Msg6_1 <I wrote you a thousand letters explaining my feelings to you, but deleted them all. I think I love you... I've felt this way ever since we met the first time all those years ago. You must not feel the same way, or your would have noticed.>
		CMsg6_1 <ifChatNPCSociable Accept>
		Msg6_2 <I'm no good with words. You know that. But... I care very deeply for you, \PC . I always have.>
		CMsg6_2 <ifChatNPCShy Accept>
		Msg6_3 <Back in school I thought you were really cute. I still do, really... I was kind of hoping that by calling you here maybe something could start between us. That's silly, I guess.>
		CMsg6_3 <ifChatNPCEasygoing Accept>
		Msg6_4 <I love you, \PC ! I always have! How could you not have known... I know there's no way my feelings could ever be returned, but I thought you should know...>
		CMsg6_4 <ifChatNPCPassionate Accept>
		Msg6_5 <Back in school I used to have such a big crush on you. I still do, I guess. I used to imagine that maybe we could get together sometime but that's just a dream.>
		CMsg6_5 <ifChatNPCCheerful Accept>
		Msg6_6 <I know you could never return these feelings, \PC , but... I care very much about you. I always have, really...>
		CMsg6_6 <ifChatNPCMelancholy Accept>

		Msg7 <\ELEMENT 2 confessed \PPR E2 feelings for you.>
		Msg8 <I know. I knew before you told me... but I wanted to let you know how I feel. I'm still very glad that we could see each other again, and I hope that you'll come by to talk every once in a while.>
		Msg8_1 <Please don't tell anyone else what I just said, I'd die of embarassment.>
		CMsg8_1 <ifChatNPCSociable Accept>
		Msg8_2 <I see. Well, I'll see you later, \PC .>
		CMsg8_2 <ifChatNPCShy Accept>
		Msg8_3 <That's all right. I just wanted to let you know. Be seeing you around, \PC .>
		CMsg8_3 <ifChatNPCEasygoing Accept>
		Msg8_4 <What a fool I've been... I'm sorry for telling you that... I hope you can forgive me...>
		CMsg8_4 <ifChatNPCPassionate Accept>
		Msg8_5 <I'm a bit disappointed that you don't feel the same way I do... but I'll be happy to just be friends, OK? Don't be a stranger. I'll see you later, \PC .>
		CMsg8_5 <ifChatNPCCheerful Accept>
		Msg8_6 <I expected that you would feel that way... that's why I never told you. Goodbye, \PC ... maybe we can meet again some day.>
		CMsg8_6 <ifChatNPCMelancholy Accept>

		Msg9 <Really? I should have told you that years ago! You've made me very happy! Um, if you're not doing anything, maybe we could spend some time together?>
		Msg9_1 <You don't know how hard it was to keep my feelings a secret all these years! I should have told you back in school... If you're not doing anything, maybe we could get together sometime?>
		CMsg9_1 <ifChatNPCSociable Accept>
		Msg9_2 <I'm glad that you feel the same. I'd like to spend more time with you, if you'd like the same...>
		CMsg9_2 <ifChatNPCShy Accept>
		Msg9_3 <I'd like to spend some more time with you, if that's alright. We can go adventure together. Or just hang out. I really don't care, I'd just like to be with you.>
		CMsg9_3 <ifChatNPCEasygoing Accept>
		Msg9_4 <In that case... take me with you! Something bad is happening in the world and I want the chance to fight it! Together, we can stand against \ELEMENT 6 . I know we can!>
		CMsg9_4 <ifChatNPCPassionate Accept>
		Msg9_5 <In that case, maybe we can spend time together someday? I'd like to join you on an adventure. It sounds exciting!>
		CMsg9_5 <ifChatNPCCheerful Accept>
		Msg9_6 <Wow, that's a surprise... I never expected you to return my feelings! I feel strangely happy all of a sudden...>
		CMsg9_6 <ifChatNPCMelancholy Accept>

		Prompt1 <\ELEMENT 4 attacked me.>
		Prompt1_1 <I was attacked by \ELEMENT 4 .>
		Prompt2 <You're better off not knowing.>
		Prompt2_1 <You don't want to know.>
		Prompt3 <It all worked out for the best...>
		CPrompt3 <if= P2 1 Accept>
		Prompt3_1 <Everything worked out for the best.>
		Prompt4 <Alright, tell me.>
        CPrompt4 <ifChatNPCSexy Accept>
		Prompt4_1 <What is it?>
		Prompt5 <Some things are best left in the past.>
		Prompt5_1 <You can't live your entire life in the past.>
		Prompt6 <Sorry, I don't feel the same way.>
		Prompt6_1 <Sorry, I can't return your feelings.>
		Prompt7 <Maybe we should get together...>
		Prompt7_1 <I feel the same way!>

		Persona 4
		% If E4 is in this scene, it's because he was redeemed by the PC in
		% the previous battle.
		greeting <NewCHat if= P2 0 else GoNothing P= 2 1 History 2 Reputation 1 1 ifG 0 NPCRep E4 1 else GoNoVillain Say 10 FreezeChar E4 PCEnemy E4>
		GoNoVillain <Say 1 AddChat 1 AddChat 2>
		GoNothing <SayAnything>
		result1 <NewChat Say 3 Reputation 5 d8   AddChat 3>
		result2 <NewChat Say 4 Reputation 5 -d8  AddChat 3>
		result3 <NewChat Say 5>
		Msg1 <You were right. I was following a dark path... I don't want to work for \ELEMENT 6 anymore.>
		Msg1_1 <You were right... I am heading down a dark path... I feel like I am going crazy... I don't want this anymore. I don't want anything.>
		CMsg1_1 <ifChatNPCSociable Accept>
		Msg1_2 <I thought it over. You're right.>
		CMsg1_2 <ifChatNPCShy Accept>
		Msg1_3 <So this is what a nervous breakdown feels like. You were right, \PC , about everything... and I was so wrong. I can't work for \ELEMENT 6 anymore. I'm broken.>
		CMsg1_3 <ifChatNPCEasygoing Accept>
		Msg1_4 <It's not easy for me to admit that you could be right about anything... but I fear you were. I've decided to leave \ELEMENT 6 ... I will find my own path.>
		CMsg1_4 <ifChatNPCPassionate Accept>
		Msg1_5 <I think you could be right... there may still be hope for a demon like me. I was heading for self-destruction, \PC , but you refused to give up on me... I'm just so sorry for all the harm I've caused...>
		CMsg1_5 <ifChatNPCCheerful Accept>
		Msg1_6 <\PC ... your words affected me. I think I may be crazy... or that I was crazy before... but I just can't go on like this. Screw \ELEMENT 6 ... from now on I choose my own path.>
		CMsg1_6 <ifChatNPCMelancholy Accept>
		Msg1_7 <For a long time, I was a servant of the worst evil... I was blinded by jealousy, by ambition... I did some very horrible things. You refused to give up on me, and for that I thank you.>
		CMSg1_7 <ifChatNPCHeroic Accept>

		Msg2 <You convinced \ELEMENT 4 to quit \ELEMENT 6 .>
		Msg3 <I think I've needed help for a long time... You've shown me something I had almost forgotten. I will never be the same as I was, but I can try to start a new life.>
		Msg3_1 <I can't accept any help from you, I've already taken too many things... I know that I won't have a lot of time left once \ELEMENT 6 discovers I've left them. What I can do is tell you what they've been planning...>
		CMsg3_1 <ifChatNPCSociable Accept>
		Msg3_2 <I will. To think of all the things I've done for \ELEMENT 6 ... it's more than I can bear.>
		CMsg3_2 <ifChatNPCShy Accept>
		Msg3_3 <Yeah, if I thought I was going to make it any longer than a week after \ELEMENT 6 finds out I've betrayed them, I'd check myself into therapy right away. Even if it means my death I can no longer take part in their evil plans...>
		CMsg3_3 <ifChatNPCEasygoing Accept>
		Msg3_4 <Are you implying that I've lost my mind? I think you could be right about that, as well... \ELEMENT 6 has to be stopped. I wasn't strong enough to resist their promises...>
		CMsg3_4 <ifChatNPCPassionate Accept>
		Msg3_5 <You really think there could be redemption for someone who's done the things I have? You must be an optimist. I'm not certain of that... but I do know that I cannot remain with \ELEMENT 6 .>
		CMsg3_5 <ifChatNPCCheerful Accept>
		Msg3_6 <No. Either \ELEMENT 6 will find me and kill me for betraying them, or one of the many enemies I made while in their service will find me and do the same.>
		CMsg3_6 <ifChatNPCMelancholy Accept>

		Msg4 <I've decided to quit \ELEMENT 6 ... I can never go back to the way things were, but I can make the most of that time I have left... I feel that without the GARU serum my body is dying... at least I will die a person, not a monster.>
		Msg4_1 <It's \ELEMENT 6 that needs to be punished... If I can give the rest of my life any meaning, it will be through telling the world exactly what they're planning.>
		CMsg4_1 <ifChatNPCSociable Accept>
		Msg4_2 <Don't waste your energy. It's \ELEMENT 6 that you should be concerned about.>
		CMsg4_2 <ifChatNPCShy Accept>
		Msg4_3 <You're probably right. For all the evil things I've done, I no longer deserve to live... but let me tell you this, as bad as I am, \ELEMENT 6 is a hundred times worse.>
		CMsg4_3 <ifChatNPCEasygoing Accept>
		Msg4_4 <All I wanted was to be strong, but \ELEMENT 6 saw my weakness... I acted as their puppet for far too long. Nothing remains but the empty shell of a monster that used to be a human being.>
		CMsg4_4 <ifChatNPCPassionate Accept>
		Msg4_5 <I'll try to avoid that fate for as long as I can, thanks... \ELEMENT 6 knew exactly how to mold me, to make me their puppet. My part in their evil plan will be replaced quite quickly, I'm certain.>
		CMsg4_5 <ifChatNPCCheerful Accept>
		Msg4_6 <Oh, that's going to happen soon enough... Either \ELEMENT 6 will hunt me down for betraying them, or one of the many enemies I've made while in their service will find me first. My only hope now is that I die a human being, not a monster.>
		CMsg4_6 <ifChatNPCMelancholy Accept>

		Msg5 <Control. They want to control everything. And I was so willing to get it for them, so long as they fed my delusions... You were always stronger than me, \PC . It may be up to the people like you to protect this world from them.>
		Msg5_1 <They want the Earth. They've acquired a secret weapon to use against the Federation... But from what I know, I'm not certain they'll be able to control it. We could have the Night of Fire all over again...>
		CMsg5_1 <ifChatNPCSociable Accept>
		Msg5_2 <I never asked. All I wanted was power... their motivations didn't matter to me.>
		CMsg5_2 <ifChatNPCShy Accept>
		Msg5_3 <World domination. They've located an ancient prezero superweapon, and are planning to use it against the Federation. The one good thing is that they don't have all the parts to activate it yet... there's still time to stop them.>
		CMsg5_3 <ifChatNPCEasygoing Accept>
		Msg5_4 <They're bringing about the second apocalypse. Destroy everything, then remake the world in their own image... They're planning to use a doomsday weapon from the age of superpowers. I only hope there's still enough time to stop them.>
		CMsg5_4 <ifChatNPCPassionate Accept>
		Msg5_5 <You know, the usual... world domination mostly. They've got a secret weapon hidden somewhere in the territories. I'm not sure on all the details, I think it may use prezero tech... Anyhow, once they finish it, it'll be bad news.>
		CMsg5_5 <ifChatNPCCheerful Accept>
		Msg5_6 <Power and destruction. They seek to control the Earth, but if they aren't stopped I fear they'll only succeed in destroying it. It's the Age of Superpowers all over again.>
		CMsg5_6 <ifChatNPCMelancholy Accept>

		Msg10 <I've decided to quit \ELEMENT 6 ... but I still can't forgive you for what you've done. I'll be seeing you around, \PC ...>
		Msg10_1 <You'll be pleased to know that your words did, in fact, affect me. I've decided to leave \ELEMENT 6 ... Don't think this makes us friends. I still haven't forgiven you... I never will, until you die...>
		CMsg10_1 <ifChatNPCSociable Accept>
		Msg10_2 <I'm leaving \ELEMENT 6 . I can't take any more of this madness... But I'll still be killing you. See you around, old friend...>
		CMsg10_2 <ifChatNPCShy Accept>
		Msg10_3 <You should know, I've decided to quit \ELEMENT 6 . Some of the things you said made a lot of sense... Mind you, this changes nothing between the two of us. Next time we meet you'll have to fight for your life. Goodbye \PC .>
		CMsg10_3 <ifChatNPCEasygoing Accept>
		Msg10_4 <I can't go on with this... I refuse to let \ELEMENT 6 transform me into a monster! I'm good enough to destroy you even without enhancement... Next time we meet, I'll finally have my revenge!>
		CMsg10_4 <ifChatNPCPassionate Accept>
		Msg10_5 <The stress from working with \ELEMENT 6 was just too much, so I decided to quit... now I can devote myself full time to my true passion, getting revenge against you. Next time we meet I'll definitely end your life. Goodbye \PC .>
		CMsg10_5 <ifChatNPCCheerful Accept>
		Msg10_6 <I can take no more of this madness. I've decided to leave \ELEMENT 6 . Don't think this means our fight is over- if anything, it's only just beginning...>
		CMsg10_6 <ifChatNPCMelancholy Accept>

		Prompt1 <It's alright. You can get help.>
		Prompt1_1 <You need help, \ELEMENT 4 ...>
		Prompt2 <You should pay for what you've done.>
		Prompt2_1 <You're going to pay for the evil you've done.>
		Prompt3 <What does \ELEMENT 6 want?>
		Prompt3_1 <What is \ELEMENT 6 after?>

	end



	Plot 2
		% PC has lost the fight
		% This plot is just a wrap-up for the events put into motion above.
		% The next extra-random plot was set by the end of the above fight.
		start <ifPersona E2 else GoDelete if= V1 0 else GoCheckTime V= 1 ComTime V+ 1 86400 Memo 1>
		GoCheckTime <ifG Comtime V1 AdvancePlot 0>
		GoDelete <AdvancePlot 0>
		Msg1 <\ELEMENT 2 in \ELEMENT 1 sent you to check up on \ELEMENT 4 .>
	sub
		Persona 2
		greeting <NewChat Say 1 AddChat 1 AddChat 2>
		result1 <NewChat Say 2 AdvancePlot 0>
		result2 <NewChat Say 3 Reputation 3 -d10 AdvancePlot 0>
		Msg1 <So, did you speak with \ELEMENT 4 ? What's \SPR E4 gotten into?>
		Msg1_1 <Hey, \PC . Have you been to speak with \ELEMENT 4 yet? I heard there was some kind of mecha battle outside of \ELEMENT 3 and was worried that you might have been involved.>
		CMsg1_1 <ifChatNPCSociable Accept>
		Msg1_2 <Did you speak with \ELEMENT 4 yet?>
		CMsg1_2 <ifChatNPCShy Accept>
		Msg1_3 <Have you had a chance to find out what \ELEMENT 4 's been doing yet?>
		CMsg1_3 <ifChatNPCEasygoing Accept>
		Msg1_4 <I heard there was a mecha fight in \ELEMENT 3 , and had a bad feeling you were involved in it. Did you speak with \ELEMENT 4 !?>
		CMsg1_4 <ifChatNPCPassionate Accept>
		Msg1_5 <Welcome back. So, did you talk to \ELEMENT 4 ?>
		CMsg1_5 <ifChatNPCCheerful Accept>
		Msg1_6 <It's been a while since you left... I was starting to get worried. Did you speak with \ELEMENT 4 yet?>
		CMsg1_6 <ifChatNPCMelancholy Accept>

		Msg2 <So it's as I feared... \SPR E4 may well be beyond redemption. You know, I used to have strong feelings for both of you, while we were in school. I think I need to be alone for a while.>
		Msg2_1 <I know there must be a good reason behind \ELEMENT 4 's actions... I can't believe \SPR E4 'd do these things otherwise... I won't give up on \OPR E4 !>
		CMsg2_1 <ifChatNPCSociable Accept>
		Msg2_2 <Well, at least you tried. It appears \SPR E4 is beyond our help now.>
		CMsg2_2 <ifChatNPCShy Accept>
		Msg2_3 <What happened to us? Years ago we were all friends, now \ELEMENT 4 is trying to kill you... What's happening to the world?>
		CMsg2_3 <ifChatNPCEasygoing Accept>
		Msg2_4 <This shouldn't be happening... We were friends once, dammit! Doesn't that mean anything anymore? What's happening to the world?>
		CMsg2_4 <ifChatNPCPassionate Accept>
		Msg2_5 <I take it from your presence here that you won the fight, then? No? That's too bad...>
		CMsg2_5 <ifChatNPCCheerful Accept>
		Msg2_6 <This is too horrible... When we were in high school, I used to look up to both you and \ELEMENT 4 ... now you're trying to kill one another... I need some time alone, I think, to sort out my feelings...>
		CMsg2_6 <ifChatNPCMelancholy Accept>

		Msg3 <You don't have to say; I can tell what happened from your eyes. You know, I used to have strong feelings for both you and \OPR E4 , while we were in school. I think I need to be alone for a while.>
		Msg3_1 <It must have been pretty bad, then...>
		CMsg3_1 <ifChatNPCSociable Accept>
		Msg3_2 <Then it would appear there's nothing else we can do.>
		CMsg3_2 <ifChatNPCShy Accept>
		Msg3_3 <This is getting way more serious than I'd like...>
		CMsg3_3 <ifChatNPCEasygoing Accept>
		Msg3_4 <I can't believe what's happening to \ELEMENT 4 ... \SPR E4 was the brightest among us, once. If someone like \OPR E4 can fall so low I'm afraid for the future of our world.>
